,ID,Name,Image URL,Description,Height,Weight,Categoty,Abilities,Type,Weaknesses,Stats
668,669,Flabébé,https://assets.pokemon.com/assets/cms2/img/pokedex/full/669.png,This Pokémon can draw forth the power hidden within blooming wild flowers. It is particularly fond of red flowers.,"0' 04""",0.2 lbs,Single Bloom,['Flower Veil'],['Fairy'],"['Steel', 'Poison']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 3}"
669,670,Floette,https://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png,This Pokémon draws forth what power is left in withered flowers to make them healthy again. It holds a red flower.,"0' 08""",2.0 lbs,Single Bloom,['Flower Veil'],['Fairy'],"['Steel', 'Poison']","{'HP': 4, 'Attack': 3, 'Defense': 3, 'Special Attack': 5, 'Special Defense': 6, 'Speed': 4}"
670,671,Florges,https://assets.pokemon.com/assets/cms2/img/pokedex/full/671.png,This Pokémon creates an impressive flower garden in its territory. It draws forth the power of the red flowers around its neck.,"3' 07""",22.0 lbs,Garden,['Flower Veil'],['Fairy'],"['Steel', 'Poison']","{'HP': 5, 'Attack': 4, 'Defense': 4, 'Special Attack': 7, 'Special Defense': 10, 'Speed': 5}"
671,672,Skiddo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/672.png,"Until recently, people living in the mountains would ride on the backs of these Pokémon to traverse the mountain paths.","2' 11""",68.3 lbs,Mount,['Sap Sipper'],['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 4, 'Attack': 4, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 4}"
672,673,Gogoat,https://assets.pokemon.com/assets/cms2/img/pokedex/full/673.png,"It can sense the feelings of others by touching them with its horns. This species has assisted people with their work since 5,000 years ago.","5' 07""",200.6 lbs,Mount,['Sap Sipper'],['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 8, 'Attack': 6, 'Defense': 4, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 4}"
673,674,Pancham,https://assets.pokemon.com/assets/cms2/img/pokedex/full/674.png,It chooses a Pangoro as its master and then imitates its master’s actions. This is how it learns to battle and hunt for prey.,"2' 00""",17.6 lbs,Playful,"['Iron Fist', 'Mold Breaker']",['Fighting'],"['Psychic', 'Flying', 'Fairy']","{'HP': 4, 'Attack': 5, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
674,675,Pangoro,https://assets.pokemon.com/assets/cms2/img/pokedex/full/675.png,"This Pokémon is quick to anger, and it has no problem using its prodigious strength to get its way. It lives for duels against Obstagoon.","6' 11""",299.8 lbs,Daunting,"['Iron Fist', 'Mold Breaker']","['Fighting', 'Dark']","['Fairy', 'Flying', 'Fighting']","{'HP': 6, 'Attack': 8, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 4}"
675,676,Furfrou,https://assets.pokemon.com/assets/cms2/img/pokedex/full/676.png,There was an era when aristocrats would compete to see who could trim their Furfrou’s fur into the most exquisite style.,"3' 11""",61.7 lbs,Poodle,['Fur Coat'],['Normal'],['Fighting'],"{'HP': 5, 'Attack': 5, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 6, 'Speed': 6}"
676,677,Espurr,https://assets.pokemon.com/assets/cms2/img/pokedex/full/677.png,"Though Espurr’s expression never changes, behind that blank stare is an intense struggle to contain its devastating psychic power.","1' 00""",7.7 lbs,Restraint,"['Keen Eye', 'Infiltrator']",['Psychic'],"['Ghost', 'Dark', 'Bug']","{'HP': 4, 'Attack': 3, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 4}"
677,678,Meowstic,https://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png,"Revealing the eyelike patterns on the insides of its ears will unleash its psychic powers. It normally keeps the patterns hidden, however.","2' 00""",18.7 lbs,Constraint,"['Keen Eye', 'Infiltrator']",['Psychic'],"['Ghost', 'Dark', 'Bug']","{'HP': 5, 'Attack': 3, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 7}"
678,679,Honedge,https://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png,Honedge’s soul once belonged to a person who was killed a long time ago by the sword that makes up Honedge’s body.,"2' 07""",4.4 lbs,Sword,['No Guard'],"['Steel', 'Ghost']","['Fire', 'Ghost', 'Dark', 'Ground']","{'HP': 3, 'Attack': 5, 'Defense': 6, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 2}"
679,680,Doublade,https://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png,Honedge evolves into twins. The two blades rub together to emit a metallic sound that unnerves opponents.,"2' 07""",9.9 lbs,Sword,['No Guard'],"['Steel', 'Ghost']","['Fire', 'Ghost', 'Dark', 'Ground']","{'HP': 4, 'Attack': 7, 'Defense': 9, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
680,681,Aegislash,https://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png,"In this defensive stance, Aegislash uses its steel body and a force field of spectral power to reduce the damage of any attack.","5' 07""",116.8 lbs,Royal Sword,['Stance Change'],"['Steel', 'Ghost']","['Fire', 'Ghost', 'Dark', 'Ground']","{'HP': 4, 'Attack': 3, 'Defense': 9, 'Special Attack': 3, 'Special Defense': 9, 'Speed': 4}"
681,682,Spritzee,https://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png,A scent pouch within this Pokémon’s body allows it to create various scents. A change in its diet will alter the fragrance it produces.,"0' 08""",1.1 lbs,Perfume,['Healer'],['Fairy'],"['Steel', 'Poison']","{'HP': 5, 'Attack': 4, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 2}"
682,683,Aromatisse,https://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png,The scent that constantly emits from its fur is so powerful that this Pokémon’s companions will eventually lose their sense of smell.,"2' 07""",34.2 lbs,Fragrance,['Healer'],['Fairy'],"['Steel', 'Poison']","{'HP': 6, 'Attack': 5, 'Defense': 5, 'Special Attack': 6, 'Special Defense': 6, 'Speed': 2}"
683,684,Swirlix,https://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png,"It eats its own weight in sugar every day. If it doesn’t get enough sugar, it becomes incredibly grumpy.","1' 04""",7.7 lbs,Cotton Candy,['Sweet Veil'],['Fairy'],"['Steel', 'Poison']","{'HP': 4, 'Attack': 3, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 3}"
684,685,Slurpuff,https://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png,"By taking in a person’s scent, it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications.","2' 07""",11.0 lbs,Meringue,['Sweet Veil'],['Fairy'],"['Steel', 'Poison']","{'HP': 5, 'Attack': 5, 'Defense': 6, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 5}"
685,686,Inkay,https://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png,It spins while making its luminescent spots flash. These spots allow it to communicate with others by using different patterns of light.,"1' 04""",7.7 lbs,Revolving,"['Suction Cups', 'Contrary']","['Dark', 'Psychic']","['Fairy', 'Bug']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
686,687,Malamar,https://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png,"Gazing at its luminescent spots will quickly induce a hypnotic state, putting the observer under Malamar’s control.","4' 11""",103.6 lbs,Overturning,"['Suction Cups', 'Contrary']","['Dark', 'Psychic']","['Fairy', 'Bug']","{'HP': 6, 'Attack': 6, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 5}"
687,688,Binacle,https://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png,"After two Binacle find a suitably sized rock, they adhere themselves to it and live together. They cooperate to gather food during high tide.","1' 08""",68.3 lbs,Two-Handed,"['Sniper', 'Tough Claws']","['Rock', 'Water']","['Grass', 'Electric', 'Fighting', 'Ground']","{'HP': 3, 'Attack': 4, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 3}"
688,689,Barbaracle,https://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png,Seven Binacle come together to form one Barbaracle. The Binacle that serves as the head gives orders to those serving as the limbs.,"4' 03""",211.6 lbs,Collective,"['Sniper', 'Tough Claws']","['Rock', 'Water']","['Grass', 'Electric', 'Fighting', 'Ground']","{'HP': 5, 'Attack': 7, 'Defense': 7, 'Special Attack': 4, 'Special Defense': 6, 'Speed': 4}"
689,690,Skrelp,https://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png,Skrelp evades its enemies by hiding amid drifting seaweed. It eats rotten seaweed to create its poison.,"1' 08""",16.1 lbs,Mock Kelp,"['Poison Point', 'Poison Touch']","['Poison', 'Water']","['Psychic', 'Electric', 'Ground']","{'HP': 3, 'Attack': 4, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 2}"
690,691,Dragalge,https://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png,"Using a liquid poison, Dragalge indiscriminately attacks anything that wanders into its territory. This poison can corrode the undersides of boats.","5' 11""",179.7 lbs,Mock Kelp,"['Poison Point', 'Poison Touch']","['Poison', 'Dragon']","['Psychic', 'Ground', 'Ice', 'Dragon']","{'HP': 4, 'Attack': 5, 'Defense': 6, 'Special Attack': 6, 'Special Defense': 8, 'Speed': 3}"
691,692,Clauncher,https://assets.pokemon.com/assets/cms2/img/pokedex/full/692.png,This Pokémon launches water by detonating gas inside its right claw. It snipes flying Pokémon.,"1' 08""",18.3 lbs,Water Gun,['Mega Launcher'],['Water'],"['Grass', 'Electric']","{'HP': 3, 'Attack': 4, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 3}"
692,693,Clawitzer,https://assets.pokemon.com/assets/cms2/img/pokedex/full/693.png,Clawitzer can move through the water at a speed of 60 knots by using gas inside its body to expel water from the back of its claw.,"4' 03""",77.8 lbs,Howitzer,['Mega Launcher'],['Water'],"['Grass', 'Electric']","{'HP': 5, 'Attack': 5, 'Defense': 6, 'Special Attack': 8, 'Special Defense': 6, 'Speed': 4}"
693,694,Helioptile,https://assets.pokemon.com/assets/cms2/img/pokedex/full/694.png,"When spread, the frills on its head act like solar panels, generating the power behind this Pokémon’s electric moves.","1' 08""",13.2 lbs,Generator,"['Sand Veil', 'Dry Skin']","['Electric', 'Normal']","['Fighting', 'Ground']","{'HP': 3, 'Attack': 3, 'Defense': 2, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 5}"
694,695,Heliolisk,https://assets.pokemon.com/assets/cms2/img/pokedex/full/695.png,"A now-vanished desert culture treasured these Pokémon. Appropriately, when Heliolisk came to the Galar region, treasure came with them.","3' 03""",46.3 lbs,Generator,"['Sand Veil', 'Dry Skin']","['Electric', 'Normal']","['Fighting', 'Ground']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 7, 'Special Defense': 6, 'Speed': 7}"
695,696,Tyrunt,https://assets.pokemon.com/assets/cms2/img/pokedex/full/696.png,"This is an ancient Pokémon, revived in modern times. It has a violent disposition, and it’ll tear apart anything it gets between its hefty jaws.","2' 07""",57.3 lbs,Royal Heir,['Strong Jaw'],"['Rock', 'Dragon']","['Steel', 'Fighting', 'Dragon', 'Ice', 'Fairy', 'Ground']","{'HP': 4, 'Attack': 6, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
696,697,Tyrantrum,https://assets.pokemon.com/assets/cms2/img/pokedex/full/697.png,"This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent.","8' 02""",595.2 lbs,Despot,['Strong Jaw'],"['Rock', 'Dragon']","['Steel', 'Fighting', 'Dragon', 'Ice', 'Fairy', 'Ground']","{'HP': 5, 'Attack': 8, 'Defense': 7, 'Special Attack': 5, 'Special Defense': 4, 'Speed': 5}"
697,698,Amaura,https://assets.pokemon.com/assets/cms2/img/pokedex/full/698.png,"This Pokémon was successfully restored from a fossil. In the past, it lived with others of its kind in cold lands where there were fewer predators.","4' 03""",55.6 lbs,Tundra,['Refrigerate'],"['Rock', 'Ice']","['Steel', 'Fighting', 'Water', 'Rock', 'Grass', 'Ground']","{'HP': 5, 'Attack': 4, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 3}"
698,699,Aurorus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/699.png,"Aurorus was restored from a fossil. It’s said that when this Pokémon howls, auroras appear in the night sky.","8' 10""",496.0 lbs,Tundra,['Refrigerate'],"['Rock', 'Ice']","['Steel', 'Fighting', 'Water', 'Rock', 'Grass', 'Ground']","{'HP': 8, 'Attack': 5, 'Defense': 5, 'Special Attack': 6, 'Special Defense': 6, 'Speed': 4}"
699,700,Sylveon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/700.png,"This Pokémon uses its ribbonlike feelers to send a soothing aura into its opponents, erasing their hostility.","3' 03""",51.8 lbs,Intertwining,['Cute Charm'],['Fairy'],"['Steel', 'Poison']","{'HP': 6, 'Attack': 4, 'Defense': 4, 'Special Attack': 7, 'Special Defense': 8, 'Speed': 4}"
700,701,Hawlucha,https://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png,Its elegant finishing moves—performed by nimbly leaping around using its wings—are polished in the forest where it was born and raised.,"2' 07""",47.4 lbs,Wrestling,"['Limber', 'Unburden']","['Fighting', 'Flying']","['Psychic', 'Flying', 'Fairy', 'Electric', 'Ice']","{'HP': 5, 'Attack': 6, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 4, 'Speed': 7}"
701,702,Dedenne,https://assets.pokemon.com/assets/cms2/img/pokedex/full/702.png,"It’s small and its electricity-generating organ is not fully developed, so it uses its tail to absorb electricity from people’s homes and charge itself.","0' 08""",4.9 lbs,Antenna,"['Pickup', 'Cheek Pouch']","['Electric', 'Fairy']","['Poison', 'Ground']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 5, 'Special Defense': 4, 'Speed': 6}"
702,703,Carbink,https://assets.pokemon.com/assets/cms2/img/pokedex/full/703.png,"When beset by attackers, Carbink wipes them all out by firing high-energy beams from the gems embedded in its body.","1' 00""",12.6 lbs,Jewel,['Clear Body'],"['Rock', 'Fairy']","['Steel', 'Water', 'Grass', 'Ground']","{'HP': 3, 'Attack': 3, 'Defense': 9, 'Special Attack': 3, 'Special Defense': 9, 'Speed': 3}"
703,704,Goomy,https://assets.pokemon.com/assets/cms2/img/pokedex/full/704.png,Most of a Goomy’s body is water. A membrane covers the whole Pokémon to prevent it from shriveling up in dry weather.,"1' 00""",6.2 lbs,Soft Tissue,"['Hydration', 'Sap Sipper']",['Dragon'],"['Fairy', 'Ice', 'Dragon']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 3}"
704,705,Sliggoo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/705.png,"The swirly protrusion on its back is filled with all its vital organs, such as its brain and heart.","2' 07""",38.6 lbs,Soft Tissue,"['Hydration', 'Sap Sipper']",['Dragon'],"['Fairy', 'Ice', 'Dragon']","{'HP': 4, 'Attack': 5, 'Defense': 4, 'Special Attack': 5, 'Special Defense': 7, 'Speed': 4}"
705,706,Goodra,https://assets.pokemon.com/assets/cms2/img/pokedex/full/706.png,It loves the rain. This mellow Pokémon can be seen walking around on the plains and in the mountains on rainy days.,"6' 07""",331.8 lbs,Dragon,"['Hydration', 'Sap Sipper']",['Dragon'],"['Fairy', 'Ice', 'Dragon']","{'HP': 6, 'Attack': 6, 'Defense': 5, 'Special Attack': 7, 'Special Defense': 9, 'Speed': 5}"
706,707,Klefki,https://assets.pokemon.com/assets/cms2/img/pokedex/full/707.png,"Once it absorbs a key’s metal ions, it discards the key without a second thought. However, it will hang on to keys it favors for decades.","0' 08""",6.6 lbs,Key Ring,['Prankster'],"['Steel', 'Fairy']","['Fire', 'Ground']","{'HP': 4, 'Attack': 5, 'Defense': 6, 'Special Attack': 5, 'Special Defense': 6, 'Speed': 5}"
707,708,Phantump,https://assets.pokemon.com/assets/cms2/img/pokedex/full/708.png,"After a lost child perished in the forest, their spirit possessed a tree stump, causing the spirit’s rebirth as this Pokémon.","1' 04""",15.4 lbs,Stump,"['Natural Cure', 'Frisk']","['Ghost', 'Grass']","['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']","{'HP': 3, 'Attack': 5, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 3}"
708,709,Trevenant,https://assets.pokemon.com/assets/cms2/img/pokedex/full/709.png,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind.","4' 11""",156.5 lbs,Elder Tree,"['Natural Cure', 'Frisk']","['Ghost', 'Grass']","['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']","{'HP': 5, 'Attack': 7, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 4}"
709,710,Pumpkaboo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png,Spirits that wander this world are placed into Pumpkaboo’s body. They’re then moved on to the afterlife.,"1' 04""",11.0 lbs,Pumpkin,"['Pickup', 'Frisk']","['Ghost', 'Grass']","['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']","{'HP': 3, 'Attack': 4, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 3}"
710,711,Gourgeist,https://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png,Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife.,"2' 11""",27.6 lbs,Pumpkin,"['Pickup', 'Frisk']","['Ghost', 'Grass']","['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']","{'HP': 4, 'Attack': 6, 'Defense': 8, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 5}"
711,712,Bergmite,https://assets.pokemon.com/assets/cms2/img/pokedex/full/712.png,"They live in mountainous regions of frigid cold. On rare occasions, they ride on the back of an Avalugg to cross seas and move to new habitats.","3' 03""",219.4 lbs,Ice Chunk,"['Own Tempo', 'Ice Body']",['Ice'],"['Fire', 'Steel', 'Fighting', 'Rock']","{'HP': 4, 'Attack': 5, 'Defense': 5, 'Special Attack': 2, 'Special Defense': 3, 'Speed': 2}"
712,713,Avalugg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/713.png,"As Avalugg walks along with Bergmite on its back, it comes across pods of Cetitan. It lets them pass to avoid conflict.","6' 07""",1113.3 lbs,Iceberg,"['Own Tempo', 'Ice Body']",['Ice'],"['Fire', 'Steel', 'Fighting', 'Rock']","{'HP': 6, 'Attack': 7, 'Defense': 11, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 2}"
713,714,Noibat,https://assets.pokemon.com/assets/cms2/img/pokedex/full/714.png,This Pokémon emits ultrasonic waves from its large ears to search for fruit to eat. It mistakes Applin for its food.,"1' 08""",17.6 lbs,Sound Wave,"['Frisk', 'Infiltrator']","['Flying', 'Dragon']","['Fairy', 'Rock', 'Ice', 'Dragon']","{'HP': 3, 'Attack': 2, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 4}"
